Student_ID,Age,Class,Math_Score,Science_Score,English_Score,Extracurricular_Score,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Percentage,Career_Field,Subfield
717,18,12th,94,77,95,9,7,9,6,8,3,89,Business,Infinite Commerce
718,18,12th,87,75,103,7,10,9,8,8,2,88,Lawyer,Legendary Law
719,16,12th,90,99,83,6,7,7,6,8,3,91,Engineer,Absolute Engineering
720,16,11th,71,61,94,9,7,7,9,7,2,75,Designer,Industrial Design
721,17,12th,80,77,93,8,9,9,9,7,2,83,Lawyer,Technology Law
722,16,12th,94,96,83,7,10,8,6,8,3,91,Engineer,Reality Engineering
723,17,11th,54,36,94,9,10,6,5,9,3,61,Musician,Pinnacle Music
724,18,12th,97,99,88,5,7,9,6,8,2,95,Doctor,Consciousness Healing
725,17,11th,52,47,99,9,7,7,4,8,2,66,Artist,Photography
726,18,12th,81,84,100,8,8,9,9,7,2,88,Lawyer,Transcendent Law
727,17,12th,104,95,87,6,10,6,8,8,2,95,Scientist,Materials Science
728,16,11th,96,97,81,6,7,8,6,9,3,91,Doctor,General Surgery
729,17,11th,89,92,80,4,7,6,5,7,3,87,Accountant,Legendary Finance
730,16,12th,88,78,97,9,10,8,4,6,2,88,IT Professional,Master Computing
731,17,12th,90,88,96,9,8,9,9,7,2,92,Business,Supreme Commerce
732,18,12th,53,56,104,9,7,6,5,9,3,71,Artist,Fusion Art
733,17,11th,83,87,92,9,7,8,7,9,3,87,IT Professional,Peak Systems
734,17,12th,78,101,103,8,8,7,8,9,2,96,Psychologist,Supreme Psychology
735,18,11th,71,63,94,10,7,7,8,7,3,76,Designer,Eternal Design
736,17,11th,100,105,85,6,7,8,4,8,3,97,Scientist,Astronomy
737,16,12th,88,95,81,6,8,9,5,9,3,88,Engineer,Perfect Engineering
738,18,12th,75,94,93,8,8,9,9,9,3,87,Teacher,Absolute Education
739,18,11th,96,96,87,5,8,8,9,8,3,93,Doctor,Absolute Medicine
740,16,12th,69,67,95,10,9,7,8,7,2,77,Designer,Grand Design
741,16,11th,47,43,95,10,9,5,9,8,3,62,Musician,Fusion Music
742,16,12th,56,56,102,10,7,6,5,6,2,71,Artist,Eternal Art
743,16,11th,91,100,107,8,9,7,9,8,2,101,IT Professional,Ultimate Programming
744,16,11th,85,92,100,7,9,8,8,8,2,93,Lawyer,Perfect Law
745,16,11th,83,85,94,9,10,7,5,9,3,87,IT Professional,Reality Programming
746,18,11th,87,92,77,5,10,8,7,6,3,85,Engineer,Quantum Engineering
747,17,11th,91,96,81,6,10,9,6,8,2,89,Doctor,Omniscient Medicine
748,18,12th,76,90,99,7,10,6,7,8,2,88,Teacher,Curriculum Development
749,17,12th,54,41,105,9,7,7,7,8,2,67,Musician,Heroic Music
750,18,12th,87,86,85,5,10,9,8,8,3,86,Engineer,Premier Engineering
751,16,11th,55,51,94,9,8,6,8,9,3,67,Musician,Jazz Music
752,18,11th,82,81,101,8,7,9,4,6,2,88,Lawyer,Longevity Law
753,17,11th,70,66,92,10,8,6,6,9,2,76,Designer,Space Design
754,16,12th,85,82,101,7,10,7,7,9,3,89,Lawyer,Superior Law
755,17,12th,92,88,83,6,8,8,8,6,2,88,Pilot,Autonomous Flight Systems
756,18,11th,78,80,95,8,8,9,6,9,3,84,Teacher,Cosmic Learning
757,18,11th,92,82,75,3,8,9,7,7,3,83,Accountant,Infinite Finance
758,17,12th,90,75,90,4,10,7,7,7,2,85,Accountant,Financial Analysis
759,16,11th,108,110,99,6,8,9,7,9,2,106,Doctor,Legendary Medicine
760,18,12th,102,84,93,4,7,7,5,9,3,93,Accountant,Divine Finance
761,17,12th,91,94,94,8,8,7,9,7,2,93,IT Professional,Maximum Computing
762,18,12th,89,91,82,7,8,8,7,8,2,87,Engineer,Biomedical Engineering
763,18,11th,72,66,96,9,9,9,5,8,2,78,Designer,Pinnacle Design
764,18,11th,75,70,93,7,9,7,8,9,3,79,Lawyer,Intellectual Property Law
765,17,12th,77,85,94,7,9,7,8,9,2,85,Teacher,Global Education
766,18,11th,86,95,84,5,9,7,7,6,3,88,Doctor,Consciousness Healing
767,17,11th,85,90,86,8,9,8,7,9,2,87,IT Professional,AR/VR Development
768,18,11th,75,81,94,8,8,7,9,8,3,83,Lawyer,Supreme Law
769,16,12th,103,90,96,5,8,7,9,9,2,96,Pilot,Divine Pilot
770,18,12th,83,72,89,8,8,8,10,8,2,81,Business,Business Analytics
771,17,11th,73,73,96,10,10,9,6,6,3,81,Designer,Immortal Design
772,18,11th,90,87,94,9,8,8,8,7,2,90,Business,Strategic Planning
773,18,11th,86,84,95,8,10,6,6,6,3,88,Lawyer,Omnipresent Law
774,16,12th,94,82,95,9,9,6,4,6,3,90,Business,Divine Business
775,17,11th,43,47,98,9,8,9,5,6,3,63,Musician,Mythical Music
776,16,12th,61,68,90,9,8,9,9,7,2,73,Designer,Animation
777,18,12th,79,90,104,7,9,7,8,6,2,91,Teacher,Educational Technology
778,18,12th,96,92,84,3,8,8,5,7,2,91,Accountant,Eternal Finance
779,16,12th,100,97,79,6,7,8,6,8,2,92,Scientist,Consciousness Science
780,16,12th,94,98,79,5,7,9,5,6,3,90,Scientist,Environmental Scientist
781,17,11th,101,90,96,6,8,6,4,6,2,96,Pilot,Epic Pilot
782,16,12th,71,83,100,9,7,6,9,7,2,85,Psychologist,Forensic Psychology
783,18,12th,89,92,79,7,10,7,7,7,2,87,Engineer,Premier Engineering
784,18,11th,71,72,99,9,7,8,5,9,2,81,Psychologist,Multidimensional Psychology
785,16,12th,95,96,84,5,7,7,6,7,3,92,Scientist,Complete Science
786,16,11th,83,80,97,8,7,6,6,7,2,87,Business,Final Commerce
787,16,11th,90,78,85,8,10,7,8,7,3,84,IT Professional,Superior Computing
788,18,12th,90,85,83,6,7,8,4,9,3,86,Pilot,Pinnacle Pilot
789,16,11th,73,71,97,10,7,7,9,7,3,80,Designer,Celestial Design
790,18,11th,59,56,101,9,8,8,6,8,2,72,Artist,Summit Art
791,18,12th,89,81,94,8,9,8,10,8,2,88,Business,Planetary Business
792,18,12th,40,36,102,10,9,5,9,9,3,61,Musician,Absolute Music
793,18,12th,86,89,96,9,8,8,8,8,2,90,IT Professional,Fusion Software
794,16,12th,94,100,83,5,10,7,7,9,2,92,Engineer,Immortal Engineering
795,16,11th,103,104,89,6,8,9,6,7,2,100,Scientist,Eternal Science
796,17,11th,74,67,98,9,7,7,6,6,3,80,Designer,UI/UX Design
797,18,12th,99,109,105,9,9,9,10,7,2,106,Business,Master Business
798,18,11th,79,93,98,8,8,8,4,8,3,90,Teacher,Science
799,16,11th,89,72,101,8,7,6,9,7,3,87,Business,Perfect Commerce
800,17,11th,88,88,91,9,10,7,4,9,3,89,IT Professional,Divine Programming
801,16,11th,80,93,92,7,7,6,4,9,2,88,Teacher,Universal Learning
802,16,11th,74,87,99,8,9,7,8,8,2,87,Psychologist,Divine Psychology
803,18,12th,45,43,107,10,8,9,5,9,2,65,Musician,Master Music
804,17,12th,52,46,94,9,10,7,5,7,2,64,Artist,Absolute Art
805,17,12th,53,49,99,9,9,6,8,8,2,68,Artist,Omniscient Art
806,17,12th,81,78,92,8,10,7,5,7,3,84,Teacher,Legendary Education
807,16,12th,95,101,87,5,10,8,4,7,2,94,Scientist,Climate Science
808,17,12th,88,90,81,4,8,8,6,6,3,86,Accountant,Multidimensional Finance
809,17,12th,83,92,96,8,9,8,6,8,3,90,IT Professional,Fusion Software
810,17,12th,99,97,88,4,7,9,4,6,2,95,Accountant,Omnipotent Finance
811,16,11th,100,76,91,3,8,7,4,7,2,89,Accountant,Longevity Finance
812,16,12th,48,56,103,10,8,9,7,6,3,69,Artist,Grand Art
813,16,11th,83,100,99,8,9,8,8,8,2,95,Teacher,Final Education
814,17,12th,100,101,86,5,9,8,5,8,3,97,Scientist,Complete Science
815,17,11th,82,72,94,8,9,8,9,9,3,83,Business,Maximum Commerce
816,17,12th,70,82,101,10,10,6,9,9,3,84,Designer,Divine Design
817,18,12th,49,45,99,10,10,5,9,9,2,65,Artist,Cosmic Art
818,18,12th,65,61,96,9,10,9,5,8,3,74,Designer,Final Design
819,17,12th,88,78,92,8,9,8,10,8,2,86,Business,Digital Transformation
820,16,12th,95,99,87,5,8,8,8,6,2,94,Doctor,Pinnacle Medicine
821,16,11th,42,38,106,10,10,5,9,9,3,65,Artist,Elite Art
822,18,12th,95,101,101,8,8,8,9,8,2,100,Business,Supreme Commerce
823,16,12th,91,99,84,5,8,9,8,7,3,91,Pilot,Urban Air Mobility
824,18,11th,88,94,99,8,8,8,7,7,2,94,IT Professional,Dimensional Programming
825,18,12th,77,89,101,8,8,9,6,9,3,89,Teacher,English Literature
826,18,11th,99,93,83,6,7,6,9,7,3,92,Doctor,Mythical Medicine
827,17,11th,65,73,94,10,10,8,8,6,3,77,Designer,Summit Design
828,17,11th,77,85,99,9,7,9,9,9,2,87,Psychologist,Educational Psychology
829,18,11th,88,79,93,8,10,8,9,8,3,87,Business,Reality Business
830,16,12th,75,78,104,7,9,6,9,6,3,86,Teacher,Superior Education
831,16,12th,86,76,94,8,8,7,9,8,2,85,Lawyer,Omnipresent Law
832,18,12th,91,84,91,5,10,7,9,6,2,89,Pilot,Apex Pilot
833,17,12th,70,86,103,8,8,8,7,6,3,86,Psychologist,Child Psychology
834,16,11th,83,84,89,9,8,7,8,8,2,85,IT Professional,Divine Programming
835,18,12th,91,78,88,3,8,6,8,6,3,86,Accountant,Transcendent Finance
836,16,11th,99,82,92,3,8,9,9,6,3,91,Accountant,Premier Finance
837,17,11th,91,96,91,7,8,9,4,6,2,93,Engineer,Longevity Engineering
838,16,11th,82,74,97,8,9,8,6,6,2,84,Business,Grand Commerce
839,18,12th,88,113,106,8,9,8,9,8,2,104,Teacher,Pinnacle Education
840,17,12th,87,76,100,7,10,9,6,9,3,88,Lawyer,Climate Law
841,17,11th,61,68,94,10,8,6,5,6,3,74,Designer,Planetary Design
842,18,12th,100,96,81,6,8,7,8,8,2,92,Pilot,Planetary Pilot
843,17,12th,99,95,90,5,7,9,7,7,2,95,Pilot,Total Pilot
844,18,11th,91,97,78,7,7,9,9,6,2,89,Engineer,Infinite Energy Systems
845,17,11th,72,83,94,8,7,7,4,8,3,83,Psychologist,Heroic Psychology
846,17,11th,60,53,103,9,8,6,5,7,3,72,Artist,Photography
847,17,12th,95,98,85,8,9,9,7,8,2,92,Engineer,Computer Science Engineering
848,18,11th,76,87,94,9,8,8,8,6,3,86,Psychologist,Legendary Psychology
849,16,12th,99,103,87,5,7,7,6,9,2,96,Scientist,Synthetic Biology
850,17,11th,75,90,93,8,9,9,7,8,3,86,Teacher,Grand Learning
851,18,12th,45,41,106,10,10,5,8,9,2,67,Artist,Legendary Art
852,18,12th,88,94,90,5,8,8,8,8,2,91,Pilot,Omnipotent Pilot
853,16,11th,94,85,92,3,8,6,6,9,2,90,Accountant,Carbon Accounting
854,18,12th,52,48,96,10,10,5,9,9,2,66,Artist,Space Art
855,17,12th,55,51,105,9,8,8,6,7,2,70,Artist,Video Art
856,17,12th,99,91,81,6,10,7,4,8,2,90,Doctor,Precision Medicine
857,16,11th,78,85,104,8,7,7,6,6,2,89,Teacher,Total Learning
858,16,12th,72,74,100,8,9,6,5,8,3,82,Psychologist,Grand Psychology
859,18,12th,72,81,104,7,7,7,9,6,3,86,Teacher,Dimensional Learning
860,16,12th,83,73,88,9,10,8,5,8,3,81,Business,Epic Economy
861,16,12th,73,86,101,8,8,9,7,7,3,87,Psychologist,Superior Psychology
862,17,12th,104,106,96,7,9,9,7,8,2,102,Engineer,Transcendent Engineering
863,18,12th,87,97,90,6,10,8,5,9,3,91,Doctor,Consciousness Medicine
864,18,11th,98,99,81,5,7,8,9,6,3,93,Doctor,Master Medicine
865,16,11th,85,83,90,8,9,9,4,6,2,86,Business,Infinite Commerce
866,16,11th,83,78,97,7,10,8,9,7,2,86,Teacher,Divine Learning
867,18,12th,93,84,78,4,7,9,4,6,2,85,Accountant,Cryptocurrency Analysis
868,17,12th,72,74,94,9,9,5,9,8,2,80,Designer,Planetary Design
869,16,12th,101,88,91,4,8,7,9,6,3,93,Accountant,Omnipresent Finance
870,17,12th,102,100,78,5,7,9,5,7,3,93,Scientist,Astronomy
871,18,11th,83,86,94,8,10,7,7,7,2,88,IT Professional,Divine Systems
872,16,12th,86,85,93,8,8,9,8,7,2,88,IT Professional,Blockchain Development
873,18,11th,85,88,97,9,8,6,4,8,2,90,IT Professional,Green Technology
874,16,11th,77,84,97,9,9,6,7,6,3,86,Psychologist,Supreme Psychology
875,18,12th,87,98,102,7,9,8,8,8,2,97,Lawyer,Omnipotent Law
876,17,11th,72,78,93,7,8,6,7,7,3,81,Teacher,Superior Education
877,17,12th,80,93,98,7,9,7,8,9,2,90,Teacher,Eternal Learning
878,18,12th,79,72,94,8,9,6,5,8,2,82,Lawyer,Transcendent Law
879,18,12th,90,80,94,9,9,9,9,7,2,88,Business,Sustainable Business
880,16,11th,85,77,87,9,9,7,9,9,3,83,IT Professional,Elite Systems
881,18,12th,86,90,87,5,7,7,6,7,3,88,Doctor,Cosmic Medicine
882,18,12th,74,75,93,8,7,7,7,6,2,81,Psychologist,Fusion Psychology
883,16,12th,52,49,104,9,8,7,6,6,3,68,Musician,Zenith Music
884,16,11th,104,100,95,5,7,9,7,7,2,100,Pilot,Premier Pilot
885,17,11th,49,41,96,10,7,9,8,7,2,62,Musician,Complete Music
886,16,11th,104,106,96,7,9,8,7,8,3,102,Engineer,Epic Engineering
887,18,11th,77,73,103,9,10,6,4,6,2,84,Psychologist,Peak Psychology
888,18,12th,92,109,116,9,8,8,9,7,3,110,IT Professional,Final Systems
889,18,12th,79,89,94,7,9,8,4,7,3,87,Teacher,Apex Learning
890,16,12th,42,40,101,9,8,9,9,7,3,61,Musician,Rock Music
891,18,11th,79,73,104,8,9,6,8,7,3,85,Lawyer,Omnipotent Law
892,16,12th,97,98,80,6,10,8,6,7,2,92,Doctor,Telemedicine
893,17,12th,95,91,86,6,8,8,8,6,2,91,Pilot,Infinite Pilot
894,17,12th,59,47,97,10,10,7,5,6,3,68,Artist,Street Art
895,18,12th,55,51,97,9,9,6,8,8,2,68,Artist,Consciousness Art
896,16,11th,88,96,81,5,8,9,4,8,3,88,Pilot,Aviation Safety Inspector
897,18,11th,69,71,92,9,10,6,7,7,3,77,Designer,Dimensional Design
898,17,11th,74,91,95,7,8,9,5,9,3,87,Teacher,Supreme Learning
899,18,12th,84,87,97,8,9,9,9,7,2,90,Lawyer,Divine Law
900,18,12th,88,107,107,8,8,8,9,8,3,103,Lawyer,Epic Law
901,17,12th,95,89,82,3,8,8,5,7,2,89,Accountant,Consciousness Finance
902,16,11th,90,84,91,6,9,6,5,8,3,88,Pilot,Planetary Pilot
903,16,11th,88,92,89,5,8,6,9,9,2,90,Engineer,Ultimate Engineering
904,17,11th,48,46,94,10,7,6,8,6,2,63,Artist,Universal Art
905,18,12th,48,44,104,10,10,5,9,9,2,67,Artist,Transcendent Art
906,16,12th,86,72,93,8,8,8,4,9,2,84,Lawyer,Sports Law
907,17,12th,98,94,89,6,8,8,8,6,2,94,Pilot,Universal Pilot
908,17,11th,90,82,97,9,7,6,7,7,3,90,Business,Complete Economy
909,17,12th,74,88,103,10,10,6,9,8,2,88,Designer,Transcendent Design
910,16,12th,83,85,89,9,7,8,8,9,3,86,Business,Entrepreneurship
911,17,11th,51,54,93,10,10,9,9,8,2,66,Artist,Zenith Art
912,17,12th,89,79,98,8,7,9,9,6,3,89,Business,Peak Economy
913,17,11th,84,93,88,9,9,8,9,8,2,88,IT Professional,Apex Programming
914,16,12th,82,79,94,8,8,8,9,6,3,85,Business,Digital Transformation
915,17,11th,99,93,92,3,7,6,8,9,2,95,Accountant,Reality Finance
916,17,12th,94,113,120,9,8,8,8,8,2,114,IT Professional,Zenith Computing
917,17,12th,104,99,82,5,9,6,7,6,2,95,Scientist,Dimensional Physics
918,16,11th,57,53,95,9,9,6,8,8,3,69,Artist,AI Art
919,18,12th,73,86,95,7,8,7,9,6,2,85,Teacher,Elite Education
920,17,12th,74,90,102,10,10,6,8,9,2,89,Designer,Maximum Design
921,18,12th,51,47,101,10,10,5,9,9,2,67,Artist,Omnipotent Art
922,18,12th,89,88,86,8,10,7,5,9,2,88,IT Professional,Cloud Computing
923,16,11th,104,89,89,3,10,8,8,8,3,94,Accountant,Superior Finance
924,17,12th,76,82,103,9,8,7,7,9,3,87,Psychologist,Digital Psychology
925,17,12th,69,87,102,8,7,7,4,7,2,86,Psychologist,Mythical Psychology
926,18,12th,84,76,91,9,7,9,5,6,2,84,Business,Omnipotent Business
927,18,12th,89,100,107,9,8,8,9,7,3,101,IT Professional,Complete Systems
928,17,12th,101,113,107,9,9,9,9,7,3,109,Business,Epic Economy
929,16,11th,79,74,93,8,9,9,9,7,2,82,Lawyer,Constitutional Law
930,18,11th,69,64,94,10,8,8,5,6,2,76,Designer,Perfect Design
931,18,12th,107,108,93,5,9,8,5,7,2,104,Scientist,Legendary Science
932,16,11th,83,86,98,9,10,7,9,6,3,89,IT Professional,Absolute Systems
933,17,11th,45,43,98,9,10,9,4,9,2,62,Musician,Epic Music
934,16,12th,101,90,85,6,10,7,7,6,3,92,Pilot,Fusion Pilot
935,17,11th,101,96,75,5,10,9,7,9,2,91,Engineer,Data Engineering
936,17,11th,51,39,96,10,9,7,4,6,2,62,Musician,Infinite Music
937,16,12th,72,87,99,7,9,7,6,6,2,86,Teacher,Summit Learning
938,16,11th,93,93,99,8,9,8,10,8,2,96,Business,Total Business
939,16,12th,63,72,99,9,9,8,4,6,2,78,Designer,Epic Design
940,16,11th,78,87,88,9,8,8,9,8,3,84,IT Professional,Epic Systems
941,18,12th,42,39,104,10,8,7,7,9,2,62,Musician,Dimensional Music
942,18,12th,48,44,96,10,9,5,9,8,2,63,Musician,Neuro Music Therapy
943,18,12th,88,79,94,9,10,8,4,6,2,87,Business,Final Commerce
944,17,11th,72,70,93,10,8,7,6,9,2,78,Designer,Fashion Design
945,16,12th,69,61,97,9,8,6,5,8,3,76,Designer,Peak Design
946,17,12th,56,48,92,9,10,8,8,9,2,65,Artist,Holographic Art
947,16,11th,75,97,106,10,10,6,9,9,3,94,Designer,Epic Design
948,16,11th,86,105,104,8,8,8,9,8,3,99,Teacher,Divine Education
949,16,11th,89,90,85,9,8,8,6,7,3,88,IT Professional,Reality Programming
950,16,12th,56,55,103,10,10,8,9,8,2,71,Artist,Ceramics
951,16,11th,86,76,90,9,8,9,9,7,3,84,Business,Innovation Management
952,17,12th,88,86,82,5,8,9,6,9,2,85,Pilot,Airline Operations
953,17,12th,76,91,101,9,9,8,9,8,2,90,Psychologist,Omnipotent Psychology
954,17,11th,87,96,76,5,7,9,9,9,2,86,Engineer,Network Engineering
955,18,12th,87,90,88,6,7,7,9,6,2,88,Doctor,Transcendent Medicine
956,16,12th,68,78,94,8,9,7,5,6,2,80,Psychologist,Total Psychology
957,16,11th,43,41,102,10,7,7,6,8,2,62,Musician,Master Music
958,16,11th,50,46,93,9,8,6,8,9,2,64,Musician,Quantum Music
959,16,12th,72,88,95,7,10,8,5,6,2,85,Teacher,Grand Learning
960,17,12th,50,46,96,9,8,6,8,8,2,64,Musician,Consciousness Music
961,18,12th,103,105,95,7,9,8,7,8,3,101,Engineer,Elite Engineering
962,17,11th,91,84,91,9,10,9,8,9,2,89,IT Professional,Multidimensional Computing
963,16,11th,93,84,87,6,8,9,6,8,2,88,Pilot,Maximum Pilot
964,16,11th,96,103,86,6,8,8,4,8,2,95,Scientist,Final Science
965,16,11th,45,48,103,10,10,8,9,9,3,65,Musician,Total Music
966,18,11th,87,76,98,7,8,7,4,8,2,87,Lawyer,Space Law
967,16,11th,88,86,87,8,9,7,4,7,3,87,Business,Omnipresent Economy
968,18,11th,87,92,75,3,8,9,5,6,3,85,Accountant,Absolute Finance
969,17,12th,85,86,93,9,8,8,8,8,2,88,IT Professional,Neural Interfaces
970,16,11th,98,105,84,6,9,6,7,9,3,96,Scientist,Fusion Science
971,17,12th,98,96,89,6,8,9,4,9,2,94,Doctor,Pathology
972,16,12th,86,96,83,5,7,6,9,8,2,88,Doctor,Apex Medicine
973,18,12th,108,110,100,7,9,9,7,8,2,106,Engineer,Legendary Engineering
974,17,11th,62,74,99,10,10,7,5,7,2,78,Designer,Animation
975,18,11th,90,87,86,9,7,6,8,7,2,88,IT Professional,Legendary Computing
976,16,12th,43,39,94,10,9,6,4,6,2,59,Musician,Live Sound Engineering
977,18,11th,98,93,83,5,9,6,8,6,3,91,Doctor,Transcendent Medicine
978,17,12th,94,107,114,8,9,7,8,8,2,108,IT Professional,Eternal Programming
979,17,11th,94,90,80,5,9,6,7,6,2,88,Doctor,Apex Medicine
980,18,11th,83,93,92,8,10,6,6,7,3,89,Teacher,Computer Science Education
981,17,12th,98,99,84,6,8,9,6,7,2,95,Scientist,Dimensional Physics
982,18,11th,98,99,82,6,9,8,8,7,2,93,Scientist,Summit Science
983,16,11th,48,44,100,10,10,5,9,9,3,65,Artist,Omnipresent Art
984,17,11th,84,76,97,7,7,9,9,7,2,86,Lawyer,Space Law
985,16,11th,89,93,82,5,7,8,6,8,3,88,Doctor,Cardiology
986,16,11th,100,98,90,7,8,9,6,9,3,96,Engineer,Final Engineering
987,17,11th,46,45,100,9,7,6,4,7,2,64,Musician,Perfect Music
988,16,12th,86,91,91,6,10,9,9,8,3,89,Doctor,Immortal Medicine
989,17,11th,91,90,91,5,8,8,9,7,3,91,Doctor,Superior Medicine
990,16,12th,89,98,85,5,10,7,5,9,3,91,Doctor,Orthopedic Surgery
991,18,11th,99,84,80,6,9,8,9,7,3,88,Pilot,Absolute Pilot
992,16,12th,87,78,88,8,8,9,9,8,3,84,IT Professional,Legendary Computing
993,18,11th,75,75,94,8,9,6,8,9,3,81,Psychologist,Consciousness Psychology
994,16,11th,94,85,79,4,7,9,4,7,3,86,Accountant,Financial Technology
995,16,11th,73,91,99,8,8,7,7,9,2,88,Teacher,History
996,17,12th,75,84,103,7,8,7,9,6,3,87,Lawyer,Heroic Law
997,18,12th,95,114,121,9,9,8,9,7,2,115,IT Professional,Pinnacle Computing
998,17,11th,50,45,107,10,9,9,9,7,2,67,Artist,Omnipotent Art
999,16,11th,83,104,103,9,9,7,9,9,2,99,Teacher,Perfect Learning
1000,16,12th,76,82,95,8,7,6,6,9,3,84,Psychologist,Omnipotent Psychology
1001,17,11th,52,47,106,9,10,9,5,6,2,68,Musician,Music Education
1002,17,12th,91,75,87,9,9,6,8,8,2,84,Business,Absolute Economy
1003,16,11th,68,75,93,8,8,7,8,9,3,79,Psychologist,Health Psychology
1004,16,11th,79,72,93,8,9,8,9,7,2,81,Lawyer,Environmental Law
1005,18,11th,69,63,95,10,10,9,4,7,3,76,Designer,Infinite Design
1006,16,11th,92,80,91,9,9,8,4,7,2,88,Business,Divine Commerce
1007,18,12th,60,44,106,9,7,8,6,6,3,70,Artist,Bio Art
1008,16,11th,87,100,103,7,8,8,8,8,2,98,Lawyer,Maximum Law
1009,17,12th,95,95,78,6,10,9,5,7,3,89,Scientist,Grand Science
1010,18,11th,87,93,91,6,9,7,5,6,3,90,Doctor,Godlike Medicine
1011,17,11th,80,75,93,7,8,8,8,6,3,83,Lawyer,Environmental Law
1012,18,11th,41,46,106,10,9,7,7,9,3,64,Musician,Premier Music
1013,16,11th,78,82,95,8,9,8,8,9,2,85,Teacher,Mathematics
1014,18,12th,98,99,78,5,7,9,7,9,2,92,Engineer,Mechanical Engineering
1015,18,12th,82,88,95,8,8,7,4,9,2,88,Business,Mythical Commerce
1016,18,12th,85,106,101,8,9,8,8,8,2,99,Teacher,Complete Education
1017,16,12th,71,62,92,9,7,6,4,8,2,75,Designer,Multidimensional Design
1018,18,11th,81,80,86,9,7,9,5,6,3,82,IT Professional,Summit Programming
1019,17,11th,50,53,94,10,9,8,7,9,3,66,Artist,Apex Art
1020,18,12th,104,106,96,6,8,9,6,7,2,102,Engineer,Apex Engineering
1021,16,12th,99,95,79,6,9,6,8,8,3,91,Scientist,Neuroscience
1022,17,11th,76,90,99,8,8,8,6,8,3,88,Teacher,Elite Education
1023,16,11th,92,91,90,5,10,9,4,9,3,91,Engineer,Pinnacle Engineering
1024,17,12th,56,55,106,9,10,8,7,9,2,72,Artist,Performance Art
1025,18,12th,82,81,93,8,7,7,5,8,2,85,Business,Omnipotent Business
1026,17,12th,99,100,93,6,10,7,4,9,3,97,Pilot,Airline Operations
1027,16,12th,94,87,86,5,9,6,6,7,3,89,Engineer,Supreme Engineering
1028,17,11th,95,100,83,6,9,6,8,6,2,93,Doctor,Summit Medicine
1029,18,12th,108,109,94,6,8,9,6,8,2,105,Scientist,Premier Science
1030,18,12th,93,89,84,6,8,9,8,6,2,89,Pilot,Infinite Pilot
1031,17,11th,86,71,104,7,8,6,4,8,3,87,Lawyer,Peak Law
1032,18,11th,55,45,104,9,7,9,9,9,3,68,Artist,Omnipresent Art
1033,17,12th,86,73,103,8,10,8,5,9,3,87,Lawyer,Epic Law
1034,16,11th,68,72,94,9,9,7,9,8,2,78,Psychologist,Counseling Psychology
1035,17,11th,86,90,77,5,10,9,5,6,3,84,Engineer,Aerospace Engineering
1036,16,12th,93,99,80,6,9,7,7,9,2,91,Doctor,Infinite Life Medicine
1037,18,12th,94,94,83,6,8,7,6,7,3,90,Scientist,Eternal Science
1038,18,12th,85,104,103,8,9,8,9,8,2,98,Teacher,Infinite Education
1039,16,11th,50,46,102,10,10,5,9,9,2,67,Artist,Absolute Art
1040,18,12th,73,77,95,9,9,5,9,8,2,82,Designer,Reality Design
1041,16,11th,63,59,94,10,10,7,9,7,2,72,Designer,Reality Design
1042,18,12th,82,76,101,9,9,8,9,7,3,86,Business,Planetary Business
1043,16,12th,54,50,101,9,7,9,7,6,3,68,Musician,Omnipotent Music
1044,16,12th,90,91,92,8,8,7,5,9,2,91,IT Professional,Eternal Computing
1045,17,12th,98,77,93,3,9,6,7,6,2,89,Accountant,Elite Finance
1046,17,11th,92,101,81,5,10,9,4,7,3,91,Scientist,Grand Science
1047,18,12th,89,88,77,4,7,7,5,6,2,85,Accountant,Financial Technology
1048,18,11th,66,58,96,10,7,9,8,6,2,73,Designer,Industrial Design
1049,16,12th,69,76,93,8,9,6,8,9,3,79,Psychologist,Premier Psychology
1050,16,11th,86,80,85,9,7,9,4,7,3,84,IT Professional,Immortal Programming
1051,17,12th,106,102,97,6,8,9,8,6,2,102,Pilot,Legendary Pilot
1052,16,11th,101,103,92,5,8,9,6,9,2,99,Doctor,Total Medicine
1053,17,12th,91,82,76,3,8,8,5,7,2,83,Accountant,ESG Reporting
1054,17,12th,77,89,101,9,9,8,9,8,3,89,Psychologist,Cosmic Psychology
1055,16,11th,75,84,96,8,8,7,7,8,2,85,Psychologist,Developmental Psychology
1056,18,11th,103,93,92,6,9,6,9,8,3,96,Pilot,Military Pilot
1057,17,11th,95,99,85,6,7,6,7,6,3,93,Doctor,Godlike Medicine
1058,17,12th,47,43,101,10,10,5,9,9,3,65,Artist,Complete Art
1059,18,12th,73,72,98,9,9,6,6,7,3,81,Psychologist,Zenith Psychology
1060,16,11th,77,86,94,9,9,7,9,9,2,85,Teacher,Planetary Education
1061,18,11th,91,83,89,9,8,6,5,9,2,88,IT Professional,Supreme Programming
1062,16,11th,50,42,105,10,8,9,5,8,3,66,Musician,Classical Music
1063,17,11th,91,77,91,8,8,7,4,9,3,86,IT Professional,Robotics Programming
1064,16,11th,92,74,90,9,9,6,4,9,3,85,Business,Management Consulting
1065,17,12th,82,92,99,8,7,6,7,6,3,91,Teacher,Science
1066,16,11th,96,97,82,6,9,9,4,8,2,92,Doctor,Pediatrics
1067,16,11th,51,50,103,10,8,7,6,9,2,68,Artist,Space Art
