Student_ID,Math_Score,Science_Score,English_Score,Extracurricular_Score,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Percentage,Career_Field,Subfield,Career_Subfield
324,100,94,81,7,8,8,4,5,6,87,Engineer,Chemical,Engineer → Chemical
325,98,80,70,6,8,9,6,8,3,79,Engineer,Electrical,Engineer → Electrical
326,87,91,85,5,7,9,5,8,2,80,Engineer,Electrical,Engineer → Electrical
327,84,67,82,7,8,9,6,10,5,75,Teacher,Mathematics,Teacher → Mathematics
328,79,80,88,8,9,10,7,6,6,81,Lawyer,Environmental Law,Lawyer → Environmental Law
329,58,65,80,8,10,7,8,7,6,69,Designer,Fashion,Designer → Fashion
330,96,85,82,6,10,7,6,6,4,82,Scientist,Research,Scientist → Research
331,84,89,70,5,10,9,6,6,3,76,Scientist,Research,Scientist → Research
332,84,73,80,6,9,9,8,6,5,75,Business,Finance,Business → Finance
333,78,82,78,7,7,10,6,10,3,78,Teacher,Special Education,Teacher → Special Education
334,76,67,85,10,8,8,10,7,3,79,Business,Consulting,Business → Consulting
335,81,100,78,4,9,7,7,8,4,77,Scientist,Research,Scientist → Research
336,80,83,95,6,7,10,8,8,3,81,Teacher,Science,Teacher → Science
337,92,81,81,7,8,7,4,7,5,82,Engineer,Electrical,Engineer → Electrical
338,81,90,85,6,7,10,8,9,5,80,Teacher,Mathematics,Teacher → Mathematics
339,86,83,89,7,10,9,7,10,4,82,Teacher,Science,Teacher → Science
340,78,58,98,7,6,8,9,5,6,75,Lawyer,Corporate Law,Lawyer → Corporate Law
341,79,92,72,5,7,10,8,10,2,77,Doctor,Psychiatry,Doctor → Psychiatry
342,68,69,93,8,7,8,9,5,4,76,Lawyer,Corporate Law,Lawyer → Corporate Law
343,94,87,85,7,9,10,7,6,3,85,Scientist,Research,Scientist → Research
344,86,78,73,6,10,7,7,7,7,76,IT Professional,UI/UX,IT Professional → UI/UX
345,80,65,80,5,7,7,8,7,2,70,Teacher,Mathematics,Teacher → Mathematics
346,65,55,75,9,9,10,8,6,6,69,Business,Operations,Business → Operations
347,91,87,85,5,7,7,5,6,3,80,Engineer,Civil,Engineer → Civil
348,93,89,78,5,7,9,5,6,3,79,Engineer,Civil,Engineer → Civil
349,75,82,76,5,9,9,7,5,5,73,IT Professional,Software Development,IT Professional → Software Development
350,61,58,76,8,9,7,6,6,5,66,Designer,Industrial,Designer → Industrial
351,68,53,90,10,9,8,8,6,5,74,Designer,UI/UX,Designer → UI/UX
352,86,70,65,7,9,6,7,7,5,74,IT Professional,UI/UX,IT Professional → UI/UX
353,88,88,67,6,9,8,5,8,5,78,Scientist,Biology,Scientist → Biology
354,90,68,86,6,7,9,8,8,3,77,Business,Operations,Business → Operations
355,99,87,85,4,10,9,7,5,5,80,Scientist,Chemistry,Scientist → Chemistry
356,84,84,71,8,7,9,4,7,6,80,IT Professional,UI/UX,IT Professional → UI/UX
357,91,90,73,3,8,10,6,7,4,76,Scientist,Data Science,Scientist → Data Science
358,71,63,73,8,9,7,7,9,6,70,Business,Entrepreneurship,Business → Entrepreneurship
359,95,85,70,6,9,8,5,9,4,80,Doctor,Pediatrics,Doctor → Pediatrics
360,80,68,90,7,9,6,6,8,7,76,Designer,Architecture,Designer → Architecture
361,85,91,88,4,8,9,5,8,5,79,Doctor,Neurosurgery,Doctor → Neurosurgery
362,100,99,65,5,8,9,4,8,2,82,Scientist,Environmental,Scientist → Environmental
363,55,69,73,7,9,6,7,9,7,66,Designer,Industrial,Designer → Industrial
364,80,97,69,6,10,8,6,8,2,79,Scientist,Chemistry,Scientist → Chemistry
365,69,59,76,6,9,9,10,8,5,66,Business,Management,Business → Management
366,78,61,88,9,6,8,8,7,3,76,Business,Finance,Business → Finance
367,100,94,76,6,8,7,5,5,3,85,Scientist,Chemistry,Scientist → Chemistry
368,81,61,94,7,7,10,7,8,5,76,Business,Finance,Business → Finance
369,85,62,80,4,7,8,7,6,6,69,Lawyer,Corporate Law,Lawyer → Corporate Law
370,88,95,69,6,8,9,5,7,4,80,Engineer,Computer Science,Engineer → Computer Science
371,76,98,74,4,7,9,7,8,3,75,Doctor,General Medicine,Doctor → General Medicine
372,83,71,86,9,10,7,9,8,3,81,Teacher,Science,Teacher → Science
373,72,70,70,10,8,7,9,7,5,77,Designer,Graphic Design,Designer → Graphic Design
374,83,71,82,5,10,8,7,10,3,73,Teacher,Special Education,Teacher → Special Education
375,75,65,79,9,8,7,7,6,4,75,Designer,Industrial,Designer → Industrial
376,84,70,65,6,10,6,5,7,6,71,IT Professional,UI/UX,IT Professional → UI/UX
377,87,84,68,8,8,8,5,8,6,80,IT Professional,Software Development,IT Professional → Software Development
378,90,82,91,8,9,7,8,7,5,85,Teacher,Administration,Teacher → Administration
379,91,91,67,6,9,9,5,6,2,80,Scientist,Chemistry,Scientist → Chemistry
380,92,92,73,7,9,9,7,9,5,84,Doctor,Pediatrics,Doctor → Pediatrics
381,73,78,80,9,7,9,8,9,5,78,Teacher,Mathematics,Teacher → Mathematics
382,88,100,76,5,9,9,4,6,2,82,Scientist,Environmental,Scientist → Environmental
383,75,85,70,5,7,9,5,7,4,73,Doctor,Orthopedics,Doctor → Orthopedics
384,73,70,88,8,8,8,8,8,4,76,Teacher,Science,Teacher → Science
385,90,90,74,5,8,7,4,5,2,79,Scientist,Data Science,Scientist → Data Science
386,86,76,68,8,9,8,8,7,4,78,IT Professional,Data Science,IT Professional → Data Science
387,67,65,82,7,8,7,7,9,3,70,Teacher,Science,Teacher → Science
388,79,87,75,6,8,9,9,7,2,78,Teacher,Special Education,Teacher → Special Education
389,67,64,98,7,6,9,7,6,6,72,Lawyer,Public Interest,Lawyer → Public Interest
390,65,80,90,5,8,8,6,7,3,71,Lawyer,Corporate Law,Lawyer → Corporate Law
391,81,100,76,4,8,7,5,6,2,78,Scientist,Physics,Scientist → Physics
392,85,95,90,6,9,8,7,7,2,83,Doctor,Orthopedics,Doctor → Orthopedics
393,88,91,85,8,7,8,7,8,3,86,Doctor,Pediatrics,Doctor → Pediatrics
394,99,88,77,3,7,9,7,7,5,78,Engineer,Aerospace,Engineer → Aerospace
395,77,61,90,8,9,7,8,8,5,74,Designer,Industrial,Designer → Industrial
396,94,100,72,8,7,10,5,9,3,88,Doctor,General Medicine,Doctor → General Medicine
397,80,73,74,8,7,6,6,8,4,77,IT Professional,Data Science,IT Professional → Data Science
398,99,87,70,6,8,7,6,7,6,83,Engineer,Civil,Engineer → Civil
399,75,76,86,8,7,10,9,9,3,78,Business,Finance,Business → Finance
400,70,74,86,6,7,9,8,5,4,73,Lawyer,Family Law,Lawyer → Family Law
401,80,67,75,8,9,6,9,8,4,74,Designer,Architecture,Designer → Architecture
402,90,70,90,7,7,9,8,8,3,80,Teacher,Administration,Teacher → Administration
403,100,97,74,6,6,9,5,5,2,87,Engineer,Chemical,Engineer → Chemical
404,72,74,87,9,7,9,7,8,5,80,Business,Entrepreneurship,Business → Entrepreneurship
405,76,84,93,6,9,9,9,8,3,78,Teacher,Special Education,Teacher → Special Education
406,86,71,85,5,8,6,4,7,6,74,IT Professional,Data Science,IT Professional → Data Science
407,72,63,95,8,8,8,10,7,4,75,Business,Consulting,Business → Consulting
408,85,98,61,3,8,8,5,6,4,73,Engineer,Civil,Engineer → Civil
409,80,76,74,9,7,10,10,7,3,80,Business,Management,Business → Management
410,66,67,83,6,8,8,8,8,4,69,Lawyer,Criminal Law,Lawyer → Criminal Law
411,77,80,85,4,9,7,6,7,5,72,IT Professional,Data Science,IT Professional → Data Science
412,69,75,81,9,8,7,9,6,4,78,Business,Management,Business → Management
413,58,71,85,7,8,6,7,8,5,70,Designer,Fashion,Designer → Fashion
414,80,90,72,4,10,8,6,6,3,74,Scientist,Physics,Scientist → Physics
415,91,86,73,6,9,9,6,7,4,80,Scientist,Physics,Scientist → Physics
416,76,77,74,9,7,8,9,6,4,79,Business,Entrepreneurship,Business → Entrepreneurship
417,87,64,91,8,7,7,8,9,3,79,Business,Operations,Business → Operations
418,80,61,70,8,8,6,7,9,5,72,Designer,Fashion,Designer → Fashion
419,80,71,90,7,9,5,7,8,5,78,Designer,UI/UX,Designer → UI/UX
420,85,87,75,7,10,8,6,5,3,80,IT Professional,Cybersecurity,IT Professional → Cybersecurity
421,71,67,70,10,7,9,9,9,3,76,Business,Operations,Business → Operations
422,93,86,79,5,7,10,5,5,4,79,Engineer,Chemical,Engineer → Chemical
423,81,66,72,8,7,10,7,9,4,74,Business,Entrepreneurship,Business → Entrepreneurship
424,81,85,72,4,9,10,7,7,2,71,Scientist,Data Science,Scientist → Data Science
425,84,100,88,6,7,8,7,8,4,84,Doctor,General Medicine,Doctor → General Medicine
426,97,89,84,7,9,8,5,6,5,87,Scientist,Biology,Scientist → Biology
427,81,55,89,7,9,8,8,5,3,72,Lawyer,Public Interest,Lawyer → Public Interest
428,97,100,75,5,8,9,7,8,3,85,Scientist,Research,Scientist → Research
429,86,70,70,8,7,8,5,7,5,76,IT Professional,Software Development,IT Professional → Software Development
430,65,72,80,9,8,8,8,7,3,75,Designer,Fashion,Designer → Fashion
431,59,75,77,8,10,7,8,6,6,71,Designer,Game Design,Designer → Game Design
432,90,74,92,6,8,8,7,9,3,80,Teacher,English,Teacher → English
433,68,64,90,9,10,7,7,9,5,75,Designer,Fashion,Designer → Fashion
434,85,92,72,4,6,10,6,5,3,75,Engineer,Aerospace,Engineer → Aerospace
435,79,83,75,5,8,7,5,8,6,73,IT Professional,UI/UX,IT Professional → UI/UX
436,92,85,80,3,6,10,5,7,3,76,Doctor,Cardiology,Doctor → Cardiology
437,86,93,90,4,7,9,5,7,5,80,Doctor,Pediatrics,Doctor → Pediatrics
438,74,58,87,10,9,7,6,8,5,77,Designer,Industrial,Designer → Industrial
439,88,100,78,3,9,8,7,10,4,78,Doctor,General Medicine,Doctor → General Medicine
440,85,55,85,5,8,10,6,6,3,70,Lawyer,Family Law,Lawyer → Family Law
441,85,66,90,7,7,10,7,8,3,76,Teacher,Special Education,Teacher → Special Education
442,100,90,70,5,7,9,4,7,3,80,Engineer,Chemical,Engineer → Chemical
443,94,82,85,3,6,10,5,8,4,76,Engineer,Computer Science,Engineer → Computer Science
444,85,100,65,5,8,10,5,6,4,78,Scientist,Biology,Scientist → Biology
445,68,75,80,8,8,9,8,7,6,75,Lawyer,Family Law,Lawyer → Family Law
446,95,79,82,6,8,8,7,6,5,80,IT Professional,Cybersecurity,IT Professional → Cybersecurity
447,99,89,61,7,7,9,5,7,2,82,Engineer,Electrical,Engineer → Electrical
448,87,100,83,4,8,9,4,7,3,80,Scientist,Environmental,Scientist → Environmental
449,65,55,84,7,7,9,10,7,4,67,Business,Entrepreneurship,Business → Entrepreneurship
450,94,97,80,3,8,7,6,7,5,79,Scientist,Data Science,Scientist → Data Science
451,71,64,90,5,8,8,7,8,6,69,Lawyer,Environmental Law,Lawyer → Environmental Law
452,65,77,98,7,9,8,6,8,5,77,Lawyer,IP Law,Lawyer → IP Law
453,75,94,88,3,9,8,7,8,4,74,Doctor,Neurosurgery,Doctor → Neurosurgery
454,86,56,91,6,8,7,9,7,3,73,Business,Consulting,Business → Consulting
455,89,86,73,7,6,9,6,5,6,81,Engineer,Chemical,Engineer → Chemical
456,89,70,65,5,7,6,6,6,5,70,IT Professional,AI/ML,IT Professional → AI/ML
457,95,83,72,6,8,9,4,6,3,79,Engineer,Computer Science,Engineer → Computer Science
458,83,100,90,5,6,10,6,9,5,83,Doctor,General Medicine,Doctor → General Medicine
459,72,64,80,7,7,8,9,6,4,70,Business,Consulting,Business → Consulting
460,76,100,77,5,7,9,7,9,3,78,Doctor,Pediatrics,Doctor → Pediatrics
461,85,98,60,4,8,9,5,6,4,75,Engineer,Civil,Engineer → Civil
462,88,85,82,7,8,9,5,7,2,82,Scientist,Chemistry,Scientist → Chemistry
463,78,82,81,5,10,6,8,7,4,74,IT Professional,Data Science,IT Professional → Data Science
464,75,64,92,8,7,9,9,6,4,75,Business,Entrepreneurship,Business → Entrepreneurship
465,73,74,84,7,7,9,8,9,6,74,Business,Marketing,Business → Marketing
466,92,80,85,6,7,9,6,5,3,81,IT Professional,Software Development,IT Professional → Software Development
467,90,99,83,5,8,8,7,8,3,84,Doctor,Neurosurgery,Doctor → Neurosurgery
468,75,81,65,8,8,8,6,8,3,76,IT Professional,DevOps,IT Professional → DevOps
469,100,84,85,4,8,8,4,7,5,81,Engineer,Chemical,Engineer → Chemical
470,80,85,71,6,10,8,4,7,2,75,Scientist,Physics,Scientist → Physics
471,75,69,98,5,9,9,7,8,4,73,Lawyer,IP Law,Lawyer → IP Law
472,80,91,80,5,10,9,7,6,2,77,Scientist,Chemistry,Scientist → Chemistry
473,85,98,67,6,7,7,6,7,5,80,Engineer,Computer Science,Engineer → Computer Science
474,55,68,70,9,8,7,6,8,6,69,Designer,UI/UX,Designer → UI/UX
475,58,56,87,10,8,6,7,6,3,72,Designer,Architecture,Designer → Architecture
476,58,70,84,8,9,7,9,8,4,72,Designer,UI/UX,Designer → UI/UX
477,100,84,69,7,7,9,5,8,5,83,Engineer,Electrical,Engineer → Electrical
478,79,71,92,6,7,10,9,7,5,76,Lawyer,Public Interest,Lawyer → Public Interest
479,55,75,74,8,9,8,7,9,5,71,Designer,Architecture,Designer → Architecture
480,77,82,83,5,9,6,7,7,6,74,IT Professional,DevOps,IT Professional → DevOps
481,80,94,71,6,10,10,5,6,4,77,Scientist,Research,Scientist → Research
482,82,93,79,5,8,8,5,9,4,77,Doctor,Neurosurgery,Doctor → Neurosurgery
483,85,91,63,5,9,9,6,5,5,75,Engineer,Civil,Engineer → Civil
484,78,86,82,5,8,10,7,8,5,76,Teacher,Special Education,Teacher → Special Education
485,88,94,82,7,9,10,7,8,3,84,Doctor,Pediatrics,Doctor → Pediatrics
486,75,100,90,4,6,9,7,7,3,79,Doctor,Cardiology,Doctor → Cardiology
487,69,73,98,5,8,8,8,6,5,73,Lawyer,Family Law,Lawyer → Family Law
488,76,67,83,6,7,7,8,10,4,70,Teacher,Mathematics,Teacher → Mathematics
489,75,83,83,8,8,8,6,8,4,80,IT Professional,AI/ML,IT Professional → AI/ML
490,64,73,75,7,9,7,7,9,6,71,Designer,Industrial,Designer → Industrial
491,79,78,77,7,9,6,8,6,5,76,IT Professional,AI/ML,IT Professional → AI/ML
492,82,74,90,8,7,8,8,7,3,81,Business,Marketing,Business → Marketing
493,65,65,78,8,8,10,10,9,4,71,Business,Consulting,Business → Consulting
494,89,86,71,6,8,8,5,7,3,78,Engineer,Chemical,Engineer → Chemical
495,68,71,94,5,7,10,8,7,4,71,Lawyer,Public Interest,Lawyer → Public Interest
496,85,89,67,5,6,10,5,6,4,75,Engineer,Civil,Engineer → Civil
497,71,59,73,9,8,6,6,8,7,72,Designer,UI/UX,Designer → UI/UX
498,65,57,84,10,7,10,10,9,5,73,Business,Entrepreneurship,Business → Entrepreneurship
499,66,70,94,7,7,8,7,5,4,74,Lawyer,Family Law,Lawyer → Family Law
500,83,90,84,5,9,8,7,8,3,79,IT Professional,Cybersecurity,IT Professional → Cybersecurity
501,90,87,75,8,10,8,8,8,5,84,Teacher,Mathematics,Teacher → Mathematics
502,88,83,65,6,10,7,7,6,4,76,IT Professional,AI/ML,IT Professional → AI/ML
503,76,53,73,10,9,6,8,6,5,73,Designer,Architecture,Designer → Architecture
504,93,98,72,3,6,9,4,6,4,78,Engineer,Civil,Engineer → Civil
505,90,83,80,7,7,7,8,10,2,81,Teacher,Science,Teacher → Science
506,68,61,70,7,8,8,9,7,6,67,Designer,Graphic Design,Designer → Graphic Design
507,85,62,92,5,6,8,6,6,6,73,Lawyer,Public Interest,Lawyer → Public Interest
508,98,93,82,4,8,9,6,7,3,82,Engineer,Civil,Engineer → Civil
509,90,79,90,7,9,7,8,9,4,83,Teacher,Science,Teacher → Science
510,90,83,81,9,7,9,9,8,2,86,Teacher,Special Education,Teacher → Special Education
511,76,87,84,8,10,9,8,9,4,82,Teacher,Administration,Teacher → Administration
512,85,55,83,5,8,8,7,6,4,68,Lawyer,Public Interest,Lawyer → Public Interest
513,81,74,84,7,9,8,8,6,6,78,Lawyer,Environmental Law,Lawyer → Environmental Law
514,73,82,79,7,7,9,7,7,5,76,Teacher,Mathematics,Teacher → Mathematics
515,96,95,65,6,6,9,4,8,5,82,Engineer,Mechanical,Engineer → Mechanical
516,85,80,67,3,9,8,5,8,3,69,Engineer,Electrical,Engineer → Electrical
517,91,88,80,4,8,10,7,10,4,79,Doctor,Cardiology,Doctor → Cardiology
518,81,74,96,4,9,9,7,6,4,74,Lawyer,Public Interest,Lawyer → Public Interest
519,90,63,70,9,6,8,8,7,5,78,Business,Marketing,Business → Marketing
520,72,78,83,8,7,7,6,10,4,77,Teacher,Elementary,Teacher → Elementary
521,64,58,85,8,8,8,8,9,6,69,Designer,Graphic Design,Designer → Graphic Design
522,81,100,68,6,8,7,5,7,5,79,Scientist,Biology,Scientist → Biology
523,85,84,85,6,6,10,4,6,3,80,Engineer,Electrical,Engineer → Electrical
524,80,72,95,6,6,8,9,8,4,77,Business,Operations,Business → Operations
525,80,66,98,6,6,9,9,5,3,76,Lawyer,Environmental Law,Lawyer → Environmental Law
526,78,85,70,6,8,8,6,9,3,75,Doctor,Psychiatry,Doctor → Psychiatry
527,90,93,81,3,6,9,6,9,4,78,Doctor,General Medicine,Doctor → General Medicine
528,84,95,85,6,10,7,5,7,2,84,Scientist,Data Science,Scientist → Data Science
529,83,83,83,6,8,10,8,10,3,79,Teacher,Administration,Teacher → Administration
530,61,62,73,10,10,8,7,7,3,71,Designer,Architecture,Designer → Architecture
531,80,73,79,9,7,8,7,7,4,80,Business,Consulting,Business → Consulting
532,82,70,85,8,8,8,7,8,4,78,IT Professional,Software Development,IT Professional → Software Development
533,90,82,68,6,8,10,6,5,6,77,Engineer,Computer Science,Engineer → Computer Science
534,88,89,86,3,6,8,7,8,4,77,Doctor,Cardiology,Doctor → Cardiology
535,70,73,87,10,10,6,8,6,4,80,Designer,UI/UX,Designer → UI/UX
536,95,100,79,6,8,10,7,8,3,85,Doctor,Psychiatry,Doctor → Psychiatry
537,80,80,78,7,7,8,9,8,5,77,Teacher,Mathematics,Teacher → Mathematics
538,85,84,70,3,7,8,6,7,3,71,Engineer,Aerospace,Engineer → Aerospace
539,86,85,79,7,6,8,5,9,5,82,Doctor,Pediatrics,Doctor → Pediatrics
540,66,56,76,8,8,6,8,6,6,67,Designer,UI/UX,Designer → UI/UX
541,83,60,91,6,7,8,8,5,6,73,Lawyer,Family Law,Lawyer → Family Law
542,85,80,84,4,7,9,5,5,3,74,Engineer,Computer Science,Engineer → Computer Science
543,68,55,78,7,10,6,7,9,4,67,Designer,Architecture,Designer → Architecture
544,81,92,85,4,8,8,7,7,4,78,Scientist,Data Science,Scientist → Data Science
545,82,73,80,6,7,10,9,9,5,75,Teacher,Administration,Teacher → Administration
546,80,90,65,7,8,10,4,7,3,78,Scientist,Biology,Scientist → Biology
547,79,65,84,7,8,8,6,5,4,74,Lawyer,Criminal Law,Lawyer → Criminal Law
548,79,86,90,4,6,8,6,10,3,75,Doctor,Pediatrics,Doctor → Pediatrics
549,99,93,85,5,8,10,6,7,2,84,Scientist,Physics,Scientist → Physics
550,75,69,98,8,7,9,9,7,5,79,Lawyer,Criminal Law,Lawyer → Criminal Law
551,84,72,91,7,9,9,9,8,4,79,Teacher,Elementary,Teacher → Elementary
552,90,80,75,6,9,10,6,10,5,79,Teacher,Administration,Teacher → Administration
553,76,71,75,7,8,10,9,8,4,72,Teacher,Mathematics,Teacher → Mathematics
554,84,63,86,9,7,7,7,8,3,79,Business,Management,Business → Management
555,91,93,65,6,9,9,5,6,3,80,Scientist,Physics,Scientist → Physics
556,86,79,79,8,9,7,7,7,2,82,Teacher,English,Teacher → English
557,76,80,82,8,7,8,7,8,5,79,Lawyer,Corporate Law,Lawyer → Corporate Law
558,88,86,84,5,9,10,6,8,4,79,Doctor,Psychiatry,Doctor → Psychiatry
559,75,85,73,8,9,8,7,8,4,78,Doctor,Cardiology,Doctor → Cardiology
560,58,59,84,8,8,7,9,8,7,69,Designer,Industrial,Designer → Industrial
561,96,100,70,6,8,10,5,7,4,85,Scientist,Biology,Scientist → Biology
562,95,100,85,5,8,10,6,8,2,85,Doctor,Psychiatry,Doctor → Psychiatry
563,93,92,90,3,6,8,8,7,2,79,Doctor,Psychiatry,Doctor → Psychiatry
564,70,69,88,6,8,10,7,7,6,70,Lawyer,Criminal Law,Lawyer → Criminal Law
565,62,50,89,10,8,6,7,8,6,72,Designer,Fashion,Designer → Fashion
566,65,66,90,8,8,10,7,8,4,73,Teacher,Special Education,Teacher → Special Education
567,75,63,85,10,10,7,7,6,5,78,Designer,Architecture,Designer → Architecture
568,75,77,86,9,8,8,6,9,4,81,Teacher,Mathematics,Teacher → Mathematics
569,88,89,82,5,9,10,6,7,5,80,Doctor,General Medicine,Doctor → General Medicine
570,90,99,76,3,9,10,5,8,5,78,Doctor,Orthopedics,Doctor → Orthopedics
571,86,76,70,8,7,7,8,9,4,78,Business,Entrepreneurship,Business → Entrepreneurship
572,94,89,61,4,6,9,6,5,6,76,Engineer,Chemical,Engineer → Chemical
573,94,100,90,3,8,8,5,9,3,82,Doctor,Psychiatry,Doctor → Psychiatry
574,97,88,60,7,7,9,5,6,4,81,Engineer,Electrical,Engineer → Electrical
575,94,93,85,3,9,10,4,8,3,79,Scientist,Physics,Scientist → Physics
576,68,67,77,7,9,5,8,9,6,70,Designer,Fashion,Designer → Fashion
577,90,87,65,5,8,7,4,8,3,76,Scientist,Data Science,Scientist → Data Science
578,94,85,73,5,8,9,6,10,3,78,Doctor,Psychiatry,Doctor → Psychiatry
579,86,98,69,5,9,9,6,7,4,79,Engineer,Civil,Engineer → Civil
580,77,79,81,8,9,7,9,7,5,79,Teacher,Elementary,Teacher → Elementary
581,86,94,82,4,8,8,5,5,3,77,Scientist,Physics,Scientist → Physics
582,84,60,85,9,7,9,7,6,4,79,Business,Operations,Business → Operations
583,92,90,72,6,10,9,6,5,4,80,IT Professional,Cybersecurity,IT Professional → Cybersecurity
584,93,100,88,6,9,9,6,9,3,88,Doctor,Pediatrics,Doctor → Pediatrics
585,61,55,71,10,10,6,8,7,4,69,Designer,UI/UX,Designer → UI/UX
586,85,70,76,4,8,7,5,5,4,70,IT Professional,Data Science,IT Professional → Data Science
587,68,75,84,9,10,8,8,7,5,78,Designer,Graphic Design,Designer → Graphic Design
588,67,65,70,10,9,6,8,9,3,74,Designer,Architecture,Designer → Architecture
589,65,58,88,6,6,10,7,7,4,67,Business,Operations,Business → Operations
590,100,82,68,5,7,9,4,5,2,79,Engineer,Mechanical,Engineer → Mechanical
591,79,78,84,4,7,9,4,6,5,72,IT Professional,DevOps,IT Professional → DevOps
592,92,87,72,4,9,9,4,8,2,76,Scientist,Physics,Scientist → Physics
593,96,85,76,3,8,8,7,7,2,76,Scientist,Physics,Scientist → Physics
594,81,70,72,6,9,6,4,7,6,71,IT Professional,UI/UX,IT Professional → UI/UX
595,70,67,95,8,8,9,7,9,2,76,Teacher,Elementary,Teacher → Elementary
596,99,92,79,4,7,9,4,8,4,82,Engineer,Computer Science,Engineer → Computer Science
597,94,93,82,4,10,7,6,6,2,80,Scientist,Research,Scientist → Research
598,77,72,89,6,9,10,6,7,5,74,Lawyer,IP Law,Lawyer → IP Law
599,85,78,88,9,8,8,7,7,6,85,Business,Marketing,Business → Marketing
600,74,73,75,8,9,9,7,8,5,74,Teacher,Science,Teacher → Science
601,85,97,73,6,8,10,7,10,4,81,Doctor,Neurosurgery,Doctor → Neurosurgery
602,76,83,65,4,10,7,4,8,4,69,IT Professional,DevOps,IT Professional → DevOps
603,81,95,81,6,6,10,5,8,3,82,Doctor,Psychiatry,Doctor → Psychiatry
604,91,74,85,7,10,7,8,5,4,81,IT Professional,AI/ML,IT Professional → AI/ML
605,81,100,76,5,8,8,4,8,4,80,Scientist,Biology,Scientist → Biology
606,63,66,84,9,9,5,8,7,5,73,Designer,Graphic Design,Designer → Graphic Design
607,99,91,66,5,9,10,6,7,5,81,Scientist,Research,Scientist → Research
608,66,75,78,8,9,8,6,6,4,74,Designer,Industrial,Designer → Industrial
609,97,82,61,5,9,7,6,7,5,76,Engineer,Chemical,Engineer → Chemical
610,100,90,76,7,10,7,6,8,2,86,Scientist,Physics,Scientist → Physics
611,90,96,75,7,8,10,7,7,4,85,Engineer,Electrical,Engineer → Electrical
612,91,81,73,5,10,9,5,7,3,76,IT Professional,Cybersecurity,IT Professional → Cybersecurity
613,61,75,71,10,10,8,7,7,5,75,Designer,Graphic Design,Designer → Graphic Design
614,74,77,84,8,7,8,7,8,4,78,Business,Operations,Business → Operations
615,96,91,78,5,9,10,6,7,5,81,Engineer,Civil,Engineer → Civil
616,69,82,79,6,7,7,8,7,5,74,Teacher,English,Teacher → English
617,89,86,78,4,8,8,7,8,3,76,Doctor,Orthopedics,Doctor → Orthopedics
618,69,75,74,10,10,6,6,8,4,78,Designer,Architecture,Designer → Architecture
619,69,84,76,5,9,9,6,10,2,71,Teacher,Administration,Teacher → Administration
620,76,78,82,5,9,10,6,8,2,73,Teacher,Special Education,Teacher → Special Education
621,81,71,88,5,8,8,8,8,3,72,Lawyer,IP Law,Lawyer → IP Law
622,55,72,81,7,8,5,7,9,5,68,Designer,UI/UX,Designer → UI/UX
623,75,74,81,5,9,7,5,7,3,70,IT Professional,DevOps,IT Professional → DevOps
624,83,55,81,6,7,8,8,7,3,70,Business,Marketing,Business → Marketing
625,68,70,90,9,10,5,9,6,4,78,Designer,Graphic Design,Designer → Graphic Design
626,89,73,65,6,7,7,8,8,5,74,IT Professional,Data Science,IT Professional → Data Science
627,80,92,77,6,8,7,5,8,5,80,Scientist,Data Science,Scientist → Data Science
628,77,72,85,6,9,8,6,10,5,74,Teacher,Science,Teacher → Science
629,80,64,92,7,8,9,8,8,3,75,Lawyer,Public Interest,Lawyer → Public Interest
630,61,75,82,8,8,8,6,6,5,73,Designer,Industrial,Designer → Industrial
631,80,79,86,6,10,9,7,9,3,77,Teacher,English,Teacher → English
632,74,75,95,8,7,8,9,7,4,79,Business,Entrepreneurship,Business → Entrepreneurship
633,85,88,67,6,10,8,5,8,4,77,Scientist,Data Science,Scientist → Data Science
634,88,86,73,4,7,8,6,10,3,76,Doctor,Psychiatry,Doctor → Psychiatry
635,85,77,70,9,7,10,8,8,4,81,Business,Management,Business → Management
636,100,98,66,5,10,8,7,6,5,82,Scientist,Research,Scientist → Research
637,76,90,69,7,7,9,6,7,5,78,IT Professional,AI/ML,IT Professional → AI/ML
638,79,69,89,5,7,9,7,7,5,71,Lawyer,Public Interest,Lawyer → Public Interest
639,80,85,74,3,10,9,5,6,3,70,Scientist,Research,Scientist → Research
640,85,92,67,5,7,9,4,7,6,76,Engineer,Electrical,Engineer → Electrical
641,91,93,78,6,7,10,4,8,3,83,Engineer,Chemical,Engineer → Chemical
642,82,67,80,5,9,9,7,10,3,71,Teacher,Administration,Teacher → Administration
643,73,58,75,10,9,7,8,6,4,74,Designer,Graphic Design,Designer → Graphic Design
644,81,77,82,9,7,10,7,10,4,81,Teacher,Science,Teacher → Science
645,67,62,78,8,10,7,6,9,5,70,Designer,Architecture,Designer → Architecture
646,88,90,82,7,8,6,4,7,4,85,IT Professional,AI/ML,IT Professional → AI/ML
647,87,87,70,7,10,7,6,6,4,80,Scientist,Chemistry,Scientist → Chemistry
648,80,86,85,4,7,8,6,6,5,75,IT Professional,Data Science,IT Professional → Data Science
649,100,100,70,4,10,9,5,7,2,82,Scientist,Biology,Scientist → Biology
650,91,96,69,5,8,10,5,8,4,79,Scientist,Chemistry,Scientist → Chemistry
651,85,64,94,6,9,9,7,8,5,75,Lawyer,Family Law,Lawyer → Family Law
